"reaction","days","subj"
212.23808225258458,2,"S000176"
223.67415687143207,3,"S000176"
222.2097079726419,4,"S000176"
223.01886285632764,5,"S000176"
211.32104605156127,6,"S000176"
258.17280285747864,7,"S000176"
277.8560354957379,8,"S000176"
229.8714241803552,9,"S000176"
232.1481597946819,0,"S000177"
235.50815626250872,1,"S000177"
238.220727316999,2,"S000177"
242.88067097863308,3,"S000177"
272.83755175205977,4,"S000177"
281.3337637499465,5,"S000177"
287.2662729845005,6,"S000177"
326.2464240766775,7,"S000177"
342.32522303133385,8,"S000177"
322.8294969483853,9,"S000177"
258.01341171802824,0,"S000178"
237.80122889106627,1,"S000178"
263.24639176463717,2,"S000178"
318.63250644471503,3,"S000178"
245.17184196079725,4,"S000178"
271.53026715055955,5,"S000178"
290.06429527785355,6,"S000178"
253.3206496644373,7,"S000178"
286.2940292311647,8,"S000178"
315.2164358970465,9,"S000178"
283.51902260840353,0,"S000179"
285.80706635863794,1,"S000179"
295.23477789318315,2,"S000179"
304.2609044790724,3,"S000179"
302.7417468296611,4,"S000179"
381.01853772060383,5,"S000179"
315.2937640924444,6,"S000179"
334.27810595652545,7,"S000179"
326.52891313983037,8,"S000179"
332.7738481340073,9,"S000179"
302.27874838009274,0,"S000180"
283.76216843999424,1,"S000180"
298.61558128667883,2,"S000180"
292.1071036659364,3,"S000180"
345.9063490734935,4,"S000180"
356.51162219483166,5,"S000180"
340.21616045817814,6,"S000180"
438.6132351425334,7,"S000180"
430.94565104350875,8,"S000180"
376.174239009558,9,"S000180"
302.5983134250044,0,"S000181"
302.8146959936454,1,"S000181"
344.7129287000492,2,"S000181"
352.88934241875285,3,"S000181"
310.07479697059784,4,"S000181"
351.3298687973696,5,"S000181"
420.48499856040064,6,"S000181"
401.366568081153,7,"S000181"
437.721403803573,8,"S000181"
424.5206268084032,9,"S000181"
311.97443754910194,0,"S000182"
283.7275095402463,1,"S000182"
287.1064372224063,2,"S000182"
348.32719976206187,3,"S000182"
340.2029603854652,4,"S000182"
377.5426224932306,5,"S000182"
375.15952479996446,6,"S000182"
361.9805952780225,7,"S000182"
383.97979240151835,8,"S000182"
369.48005486195075,9,"S000182"
313.56017808268325,0,"S000183"
254.17307506155188,1,"S000183"
265.7600213537699,2,"S000183"
275.95745544454775,3,"S000183"
262.75922950787293,4,"S000183"
339.2121297839387,5,"S000183"
337.69483632605375,6,"S000183"
342.89725012895053,7,"S000183"
359.4513896487577,8,"S000183"
374.0125349274756,9,"S000183"
229.39553273914387,0,"S000184"
282.1154583175984,1,"S000184"
295.33073386105804,2,"S000184"
274.1172937385222,3,"S000184"
296.09355181354,4,"S000184"
309.1098375145028,5,"S000184"
359.0692575996232,6,"S000184"
353.4243131793217,7,"S000184"
439.9379783585376,8,"S000184"
390.7000506133393,9,"S000184"
221.08910557328272,0,"S000185"
268.70970177329605,1,"S000185"
297.00598716553316,2,"S000185"
322.6914085914614,3,"S000185"
308.33191711809104,4,"S000185"
285.8525874757801,5,"S000185"
340.6824793830161,6,"S000185"
372.56680561126325,7,"S000185"
344.33901519778806,8,"S000185"
404.93323254373934,9,"S000185"
230.7465284902188,0,"S000186"
215.54959683634803,1,"S000186"
278.51196517696525,2,"S000186"
311.3296165347098,3,"S000186"
372.71950128162587,4,"S000186"
375.0894675676582,5,"S000186"
364.98257392941844,6,"S000186"
394.78197906402585,7,"S000186"
368.355291573598,8,"S000186"
448.4624588255913,9,"S000186"
213.24981757366345,0,"S000187"
276.38035212978247,1,"S000187"
292.4286340482321,2,"S000187"
327.0548319965699,3,"S000187"
309.50667082671885,4,"S000187"
310.96863789367,5,"S000187"
292.16006207933316,6,"S000187"
314.6300621366945,7,"S000187"
345.1533381029289,8,"S000187"
367.04610615030253,9,"S000187"
284.3670600815189,0,"S000188"
268.24230460438457,1,"S000188"
300.21722979921975,2,"S000188"
337.19275245802163,3,"S000188"
357.93573300141315,4,"S000188"
313.5066253476832,5,"S000188"
367.76447225782,6,"S000188"
381.9290769336104,7,"S000188"
420.25521484913526,8,"S000188"
411.9266898789546,9,"S000188"
221.0078113576041,0,"S000189"
300.7547797493884,1,"S000189"
310.04567505131837,2,"S000189"
267.8437027978309,3,"S000189"
287.0863013300367,4,"S000189"
289.78508782068576,5,"S000189"
250.3066480810115,6,"S000189"
307.5870375834051,7,"S000189"
279.03732701167735,8,"S000189"
330.3727174205632,9,"S000189"
270.3917650567684,0,"S000190"
261.2957191034247,1,"S000190"
279.0248065856386,2,"S000190"
282.14982890987045,3,"S000190"
340.68555057781055,4,"S000190"
314.91288043446207,5,"S000190"
321.99923790924356,6,"S000190"
343.83389928978056,7,"S000190"
342.32393980355295,8,"S000190"
350.7333544208105,9,"S000190"
153.7586914451004,0,"S000191"
225.91633088897407,1,"S000191"
242.92712559685762,2,"S000191"
284.64839666888673,3,"S000191"
280.7935823383741,4,"S000191"
281.28297852682033,5,"S000191"
300.5402011506694,6,"S000191"
298.46780131174563,7,"S000191"
261.9315886690611,8,"S000191"
369.3349968008693,9,"S000191"
293.52762743759945,0,"S000192"
263.8517212289181,1,"S000192"
351.60485246832206,2,"S000192"
271.74848187892485,3,"S000192"
310.18343334744503,4,"S000192"
330.93382177655593,5,"S000192"
324.2279790270295,6,"S000192"
332.98679543532296,7,"S000192"
339.556869029343,8,"S000192"
366.44249848333965,9,"S000192"
289.05894709321547,0,"S000193"
296.3985246374922,1,"S000193"
340.7881132232192,2,"S000193"
315.3774317291161,3,"S000193"
368.62490064871537,4,"S000193"
363.6683956920591,5,"S000193"
418.64203888775234,6,"S000193"
469.1616833130863,7,"S000193"
441.17174865463807,8,"S000193"
440.85747879716575,9,"S000193"
250.54576725275695,0,"S000194"
261.72045869062674,1,"S000194"
203.02209687558263,2,"S000194"
279.44407642804214,3,"S000194"
232.8453271217792,4,"S000194"
255.85723890896912,5,"S000194"
249.34987805721482,6,"S000194"
292.48942148875346,7,"S000194"
244.8246414072917,8,"S000194"
234.66496112049703,9,"S000194"
218.98576121536126,0,"S000195"
173.68316274118817,1,"S000195"
208.12976589924014,2,"S000195"
268.9113659417528,3,"S000195"
251.64750861827957,4,"S000195"
298.32259443953876,5,"S000195"
257.8241623265641,6,"S000195"
299.8860456277138,7,"S000195"
318.62248115589074,8,"S000195"
285.7577021287334,9,"S000195"
197.75802143573432,0,"S000196"
171.52931598328672,1,"S000196"
187.8868994423899,2,"S000196"
230.0046224909467,3,"S000196"
193.49295814877084,4,"S000196"
228.23923565259875,5,"S000196"
215.30590771226062,6,"S000196"
263.341921108168,7,"S000196"
291.32441244946415,8,"S000196"
277.3478175625925,9,"S000196"
290.5424062855153,0,"S000197"
247.43862629163317,1,"S000197"
325.3748324936454,2,"S000197"
379.20191941222237,3,"S000197"
331.30928833898105,4,"S000197"
310.2979798154166,5,"S000197"
345.0399455857474,6,"S000197"
401.96316356142717,7,"S000197"
332.42761080634114,8,"S000197"
455.1854056513481,9,"S000197"
226.89010752804958,0,"S000198"
298.309804460494,1,"S000198"
217.96838969867622,2,"S000198"
259.82040809955885,3,"S000198"
299.7344961378872,4,"S000198"
327.8175346797356,5,"S000198"
336.9719053419582,6,"S000198"
314.26533844281175,7,"S000198"
376.92140745859206,8,"S000198"
372.5807546470479,9,"S000198"
253.27177969085363,0,"S000199"
259.47334991272464,1,"S000199"
245.66764630196363,2,"S000199"
251.28684439181393,3,"S000199"
311.82531891117225,4,"S000199"
242.15721544455005,5,"S000199"
260.62211744386127,6,"S000199"
266.9410198790738,7,"S000199"
242.73267287335563,8,"S000199"
245.8640589537314,9,"S000199"
295.81833851644484,0,"S000200"
287.0198694557693,1,"S000200"
259.15946368776065,2,"S000200"
323.0958385623896,3,"S000200"
287.3520968379204,4,"S000200"
331.9203851763014,5,"S000200"
290.6264019971134,6,"S000200"
317.3726134374083,7,"S000200"
316.3363366221813,8,"S000200"
342.65338387420746,9,"S000200"
276.3424545366047,0,"S000201"
227.38616042338245,1,"S000201"
278.1819191715879,2,"S000201"
260.01539132495327,3,"S000201"
279.93722289931094,4,"S000201"
315.64965824925963,5,"S000201"
367.43301300655224,6,"S000201"
335.90805853897615,7,"S000201"
411.4075573731717,8,"S000201"
394.3494781036915,9,"S000201"
293.7233522925644,0,"S000202"
300.25227271155535,1,"S000202"
305.8268717585207,2,"S000202"
271.20471021774193,3,"S000202"
300.04694829632166,4,"S000202"
318.18086245591684,5,"S000202"
337.046900158301,6,"S000202"
299.92461218671536,7,"S000202"
321.6374560421403,8,"S000202"
311.3453096487727,9,"S000202"
300.95949480645254,0,"S000203"
304.9696873303917,1,"S000203"
299.1825995146325,2,"S000203"
355.19165665169686,3,"S000203"
371.02928165715394,4,"S000203"
319.10628668593444,5,"S000203"
388.7853085137036,6,"S000203"
393.9307972719483,7,"S000203"
388.8235562635472,8,"S000203"
419.5972174946345,9,"S000203"
174.75321329550786,0,"S000204"
205.27379951705547,1,"S000204"
177.33572543781025,2,"S000204"
219.90451681138177,3,"S000204"
303.1588249966404,4,"S000204"
290.8232747750218,5,"S000204"
324.10368077599594,6,"S000204"
303.7450787524409,7,"S000204"
319.7272478322912,8,"S000204"
324.7298878635538,9,"S000204"
287.77422517749955,0,"S000205"
238.47154659838404,1,"S000205"
229.4864941409422,2,"S000205"
320.04521472884875,3,"S000205"
340.07531643841867,4,"S000205"
357.06623314390527,5,"S000205"
364.8282757352893,6,"S000205"
347.72840581255906,7,"S000205"
417.24444723122525,8,"S000205"
437.2696481604201,9,"S000205"
212.3599924993418,0,"S000206"
242.03563817694462,1,"S000206"
247.7470159310398,2,"S000206"
201.60027780925452,3,"S000206"
257.54335379762375,4,"S000206"
227.53783146349792,5,"S000206"
214.62634719376712,6,"S000206"
244.16949020575913,7,"S000206"
245.21630500406488,8,"S000206"
244.24662944898074,9,"S000206"
241.413093748614,0,"S000207"
309.53870755832924,1,"S000207"
269.8860670143908,2,"S000207"
268.62803136636063,3,"S000207"
306.5749179795738,4,"S000207"
360.60861549646745,5,"S000207"
328.73060784556714,6,"S000207"
344.9995673814958,7,"S000207"
336.8977759224933,8,"S000207"
359.6924107512428,9,"S000207"
241.97077659130275,0,"S000208"
207.18207880120957,1,"S000208"
263.89699713260654,2,"S000208"
278.6171072824158,3,"S000208"
275.0685063572574,4,"S000208"
299.75215519617666,5,"S000208"
304.0572493457375,6,"S000208"
302.7193068001968,7,"S000208"
340.81570125443136,8,"S000208"
360.1436839173698,9,"S000208"
215.173258674274,0,"S000209"
259.1853951943571,1,"S000209"
257.5495818633088,2,"S000209"
261.82585934561195,3,"S000209"
282.5711881782273,4,"S000209"
298.39892581782834,5,"S000209"
310.4770916061211,6,"S000209"
333.9359178445775,7,"S000209"
346.4429159308348,8,"S000209"
349.09185777057917,9,"S000209"
196.77482040589058,0,"S000210"
240.50003655930826,1,"S000210"
190.44819216788642,2,"S000210"
229.04200217931142,3,"S000210"
199.17345088902505,4,"S000210"
187.46834007337094,5,"S000210"
205.7519491799228,6,"S000210"
219.06153069169932,7,"S000210"
203.11774534684452,8,"S000210"
226.25169186390522,9,"S000210"
251.65667321874915,0,"S000211"
231.69028115843935,1,"S000211"
251.0988878299479,2,"S000211"
231.4209180203672,3,"S000211"
284.9415038461877,4,"S000211"
297.1729921532365,5,"S000211"
279.5889790259446,6,"S000211"
290.14364190509355,7,"S000211"
293.40782704587417,8,"S000211"
356.87817944641534,9,"S000211"
275.8314015787048,0,"S000212"
263.25780195228737,1,"S000212"
278.5126493391001,2,"S000212"
302.2476505522516,3,"S000212"
311.1624371372451,4,"S000212"
320.4815301413148,5,"S000212"
339.7143055157849,6,"S000212"
378.74325231755915,7,"S000212"
413.5160222318743,8,"S000212"
376.8435081057278,9,"S000212"
280.1210500434172,0,"S000213"
318.9679230054851,1,"S000213"
319.6804281515309,2,"S000213"
366.1054870686911,3,"S000213"
354.6195793746406,4,"S000213"
402.8098056888756,5,"S000213"
415.9597749944658,6,"S000213"
432.23451235794664,7,"S000213"
415.7256291471606,8,"S000213"
451.77933390933055,9,"S000213"
230.30007804704988,0,"S000214"
298.5628336190394,1,"S000214"
300.21443633940453,2,"S000214"
298.5660709536695,3,"S000214"
277.9034413771023,4,"S000214"
290.701472052088,5,"S000214"
311.3792036790685,6,"S000214"
309.9812645973769,7,"S000214"
310.63146109314715,8,"S000214"
296.07194901296924,9,"S000214"
243.09493288175125,0,"S000215"
259.9032691689622,1,"S000215"
263.72592090061465,2,"S000215"
313.55400500795287,3,"S000215"
323.06506063201715,4,"S000215"
293.0805849062025,5,"S000215"
302.0165731315842,6,"S000215"
307.65133868599264,7,"S000215"
364.86461693105997,8,"S000215"
408.0051076212491,9,"S000215"
275.9617863041614,0,"S000216"
229.12315337771608,1,"S000216"
320.9259340837656,2,"S000216"
271.25768016275475,3,"S000216"
304.74980451132967,4,"S000216"
280.79321116950916,5,"S000216"
335.0181143490559,6,"S000216"
362.25185375902646,7,"S000216"
314.710286770159,8,"S000216"
329.8908737331393,9,"S000216"
262.25413615088524,0,"S000217"
326.542505485614,1,"S000217"
303.6936707983087,2,"S000217"
279.1075631966683,3,"S000217"
302.4563266085671,4,"S000217"
315.5779914417403,5,"S000217"
277.0352889587167,6,"S000217"
320.25740769318764,7,"S000217"
336.1849174374333,8,"S000217"
378.9615959238604,9,"S000217"
292.6147624373399,0,"S000218"
290.94881057999504,1,"S000218"
354.73857420280217,2,"S000218"
331.3868853401106,3,"S000218"
343.61599457669365,4,"S000218"
358.0264445945077,5,"S000218"
366.94135636058775,6,"S000218"
389.34462436307575,7,"S000218"
429.97549148710004,8,"S000218"
464.81681965513286,9,"S000218"
263.3999267985713,0,"S000219"
285.7263554928631,1,"S000219"
283.2969554280059,2,"S000219"
286.3339812817148,3,"S000219"
334.0714533945974,4,"S000219"
297.0774669332265,5,"S000219"
294.54559196350823,6,"S000219"
278.716329761651,7,"S000219"
287.9360425964281,8,"S000219"
432.2026823343481,9,"S000219"
199.3894543997885,0,"S000220"
290.7272729920139,1,"S000220"
312.6422893352735,2,"S000220"
310.4240747465097,3,"S000220"
313.0704786625523,4,"S000220"
291.0972487595076,5,"S000220"
373.21770075285303,6,"S000220"
356.2437890299699,7,"S000220"
449.2481566912618,8,"S000220"
496.46740518515594,9,"S000220"
282.1657172862892,0,"S000221"
315.01372971572437,1,"S000221"
289.89958400754966,2,"S000221"
323.555577051629,3,"S000221"
351.2726047266709,4,"S000221"
353.68714464867116,5,"S000221"
389.6145975629491,6,"S000221"
393.0471401573454,7,"S000221"
366.789141191155,8,"S000221"
397.7013689827717,9,"S000221"
222.96319927183168,0,"S000222"
280.22028777552265,1,"S000222"
298.2969004021158,2,"S000222"
303.4566727416594,3,"S000222"
300.00938892165715,4,"S000222"
326.34833446468076,5,"S000222"
328.09985063196973,6,"S000222"
399.26853404518346,7,"S000222"
396.8856989862264,8,"S000222"
364.1619571010141,9,"S000222"
268.4031035713977,0,"S000223"
232.03168095625412,1,"S000223"
268.8089551799574,2,"S000223"
254.8188045342872,3,"S000223"
246.33291614527312,4,"S000223"
278.4884896704488,5,"S000223"
244.1863052993459,6,"S000223"
270.01503466560223,7,"S000223"
319.80688268885086,8,"S000223"
226.23490704029416,9,"S000223"
250.82009028303244,0,"S000224"
242.71370691374375,1,"S000224"
263.0660566600448,2,"S000224"
259.5073072428328,3,"S000224"
292.44176907958933,4,"S000224"
291.03165760636693,5,"S000224"
342.1083512870411,6,"S000224"
322.976207029246,7,"S000224"
382.611979573927,8,"S000224"
320.2487643536298,9,"S000224"
255.23587620686737,0,"S000225"
268.22219548506354,1,"S000225"
264.33859321456094,2,"S000225"
245.15086031404985,3,"S000225"
305.3712079801789,4,"S000225"
293.82417675898415,5,"S000225"
286.5645335278875,6,"S000225"
293.796807917268,7,"S000225"
298.55834754031076,8,"S000225"
310.22340320691933,9,"S000225"
308.58256462790837,0,"S000226"
243.19808115994113,1,"S000226"
292.6680504489381,2,"S000226"
253.33717927792316,3,"S000226"
313.4387577738555,4,"S000226"
320.2855722899184,5,"S000226"
298.8484742668162,6,"S000226"
349.5873911076016,7,"S000226"
375.3266467853828,8,"S000226"
396.9734276164182,9,"S000226"
301.91862902187347,0,"S000227"
276.1006465980148,1,"S000227"
273.09901556447016,2,"S000227"
315.4833961526952,3,"S000227"
349.03993176371023,4,"S000227"
290.24597192361887,5,"S000227"
314.89595465552327,6,"S000227"
294.0944041141769,7,"S000227"
318.4696948293242,8,"S000227"
342.6609796009165,9,"S000227"
243.16018429784555,0,"S000228"
211.87206477375,1,"S000228"
235.83861307937826,2,"S000228"
183.62447443578662,3,"S000228"
233.0864408564417,4,"S000228"
251.3413481672554,5,"S000228"
194.64549710573564,6,"S000228"
283.5512076934319,7,"S000228"
221.3839642981915,8,"S000228"
283.20242430976197,9,"S000228"
279.09500034087426,0,"S000229"
328.6940371033093,1,"S000229"
301.1188364385455,2,"S000229"
309.1760022294617,3,"S000229"
293.7102661140131,4,"S000229"
312.56265936734434,5,"S000229"
328.4603013792959,6,"S000229"
310.74708755400127,7,"S000229"
346.26743537460897,8,"S000229"
361.0770860366605,9,"S000229"
260.69432712136654,0,"S000230"
301.24804893951756,1,"S000230"
293.3679481512615,2,"S000230"
293.43752213203373,3,"S000230"
331.7164875179266,4,"S000230"
271.53166061714586,5,"S000230"
318.583499545771,6,"S000230"
316.9803596045146,7,"S000230"
337.34503048443685,8,"S000230"
338.62517778556224,9,"S000230"
310.094823076541,0,"S000231"
298.3986161831177,1,"S000231"
292.5138600072754,2,"S000231"
321.57370597962466,3,"S000231"
342.2891674169816,4,"S000231"
309.22512526303086,5,"S000231"
288.0528586039089,6,"S000231"
344.2943282817407,7,"S000231"
351.5416473341202,8,"S000231"
369.1474469888368,9,"S000231"
227.3521960072115,0,"S000232"
253.6413977615372,1,"S000232"
255.63601656450984,2,"S000232"
307.5465053397724,3,"S000232"
295.9723253552014,4,"S000232"
296.1025539605775,5,"S000232"
324.8299370915044,6,"S000232"
286.39510739461053,7,"S000232"
312.95318056340903,8,"S000232"
362.54589766384703,9,"S000232"
227.9272933588426,0,"S000233"
234.34493563985927,1,"S000233"
249.60926824752474,2,"S000233"
269.09402009980903,3,"S000233"
199.27607098558508,4,"S000233"
258.19993636649224,5,"S000233"
265.5465879447665,6,"S000233"
263.4213643900113,7,"S000233"
249.46423300713417,8,"S000233"
258.8638662275437,9,"S000233"
283.5594901058065,0,"S000234"
239.28850154039344,1,"S000234"
307.6760298889466,2,"S000234"
352.4883400487256,3,"S000234"
237.90516808323054,4,"S000234"
334.2481539921521,5,"S000234"
366.3411327922607,6,"S000234"
395.5488071615597,7,"S000234"
441.70116594151614,8,"S000234"
411.71126761423244,9,"S000234"
182.55083614841553,0,"S000235"
185.38337878566978,1,"S000235"
220.77917737500894,2,"S000235"
185.3227942227286,3,"S000235"
289.6831557343679,4,"S000235"
281.121660631906,5,"S000235"
199.22863645271087,6,"S000235"
258.40264941212723,7,"S000235"
263.7638204943799,8,"S000235"
261.2005863192446,9,"S000235"
254.52970113456104,0,"S000236"
274.8321899544338,1,"S000236"
255.68732406903143,2,"S000236"
298.4109735274969,3,"S000236"
329.0287702697643,4,"S000236"
354.59913927051724,5,"S000236"
344.08580244251186,6,"S000236"
333.9495359653292,7,"S000236"
397.0823839142993,8,"S000236"
389.83774768210367,9,"S000236"
275.23249564315194,0,"S000237"
333.8405856252409,1,"S000237"
314.2055559013794,2,"S000237"
311.66161296664234,3,"S000237"
280.7584528072004,4,"S000237"
284.2721993470719,5,"S000237"
313.64321136417095,6,"S000237"
346.20793331964813,7,"S000237"
318.2370921720716,8,"S000237"
329.4285800719863,9,"S000237"
225.1463998183346,0,"S000238"
253.81630234982202,1,"S000238"
243.34158096477466,2,"S000238"
250.36400869877414,3,"S000238"
244.30374137388702,4,"S000238"
259.38753955251303,5,"S000238"
299.9163319533167,6,"S000238"
237.04468230248165,7,"S000238"
244.71151256806021,8,"S000238"
212.31201874095783,9,"S000238"
244.40890097356032,0,"S000239"
263.7220644194222,1,"S000239"
265.4093096518091,2,"S000239"
322.23863758383493,3,"S000239"
302.3535902736303,4,"S000239"
348.28973655278156,5,"S000239"
302.761793130781,6,"S000239"
307.6174247014814,7,"S000239"
327.79810858345724,8,"S000239"
364.6715016745894,9,"S000239"
247.72778372955614,0,"S000240"
276.7685673515692,1,"S000240"
249.96331950061546,2,"S000240"
304.3938065072154,3,"S000240"
321.3309774572799,4,"S000240"
327.7873577608661,5,"S000240"
346.17512481570304,6,"S000240"
390.0977010875049,7,"S000240"
383.2624241152825,8,"S000240"
383.5415139208681,9,"S000240"
265.96849653157676,0,"S000241"
281.27581895683676,1,"S000241"
254.1595708313001,2,"S000241"
274.05659967495666,3,"S000241"
259.600877573462,4,"S000241"
288.0735943778347,5,"S000241"
295.7134607325661,6,"S000241"
312.6333102640877,7,"S000241"
316.3637043705289,8,"S000241"
349.3523624732039,9,"S000241"
256.1310595552706,0,"S000242"
252.10486077037066,1,"S000242"
260.11736054776424,2,"S000242"
266.6635152245196,3,"S000242"
276.07962029111343,4,"S000242"
322.28531862937416,5,"S000242"
337.059358109119,6,"S000242"
353.2233541127993,7,"S000242"
364.5090359909129,8,"S000242"
377.7683486653242,9,"S000242"
195.54902032764048,0,"S000243"
195.0998615300669,1,"S000243"
231.70499985884268,2,"S000243"
253.40373182457546,3,"S000243"
279.49303966450105,4,"S000243"
275.79436618050954,5,"S000243"
277.7006204556352,6,"S000243"
320.8117650380082,7,"S000243"
340.46980300830353,8,"S000243"
280.5329782655795,9,"S000243"
278.5755657977567,0,"S000244"
227.04649378370186,1,"S000244"
278.72228246298306,2,"S000244"
291.89855357555643,3,"S000244"
332.1667025286293,4,"S000244"
319.0151880910109,5,"S000244"
284.18501034208253,6,"S000244"
325.1857259428516,7,"S000244"
371.1463974607795,8,"S000244"
384.8667524160733,9,"S000244"
253.35751899084292,0,"S000245"
285.4804557539642,1,"S000245"
228.9460190723222,2,"S000245"
191.69475798394842,3,"S000245"
292.54150263903097,4,"S000245"
256.58861063166535,5,"S000245"
237.55721129244606,6,"S000245"
286.722333780019,7,"S000245"
243.33901152359095,8,"S000245"
308.2477971420184,9,"S000245"
258.072272180528,0,"S000246"
237.78720593360507,1,"S000246"
259.05609377140615,2,"S000246"
274.41419387061,3,"S000246"
242.934322693314,4,"S000246"
295.18241959953053,5,"S000246"
324.56657251510234,6,"S000246"
245.23014372023238,7,"S000246"
325.594975223421,8,"S000246"
315.7435000426916,9,"S000246"
254.12478839839645,0,"S000247"
278.44856233700955,1,"S000247"
238.74137956270906,2,"S000247"
225.76855062315573,3,"S000247"
292.0259369409356,4,"S000247"
260.258033225184,5,"S000247"
249.66064782466887,6,"S000247"
312.3749029118361,7,"S000247"
293.91472347690916,8,"S000247"
306.5628452025318,9,"S000247"
267.8826342758414,0,"S000248"
244.61520013044807,1,"S000248"
283.4622851909065,2,"S000248"
237.95394802581455,3,"S000248"
271.910243451542,4,"S000248"
287.1484324563086,5,"S000248"
264.2868581317056,6,"S000248"
273.19223015940975,7,"S000248"
281.491289342309,8,"S000248"
243.4934981990784,9,"S000248"
267.546777260553,0,"S000249"
251.6106041037285,1,"S000249"
272.29362562255295,2,"S000249"
270.7269149207338,3,"S000249"
270.8296168283195,4,"S000249"
247.01075107655686,5,"S000249"
272.1936486013574,6,"S000249"
240.90372324478628,7,"S000249"
242.574322402281,8,"S000249"
179.96376260708723,9,"S000249"
230.56515702838408,0,"S000250"
233.99224492928866,1,"S000250"
234.8272916858322,2,"S000250"
215.5275511731587,3,"S000250"
199.10638903732362,4,"S000250"
231.1096043658548,5,"S000250"
222.14813935038046,6,"S000250"
244.49242153665614,7,"S000250"
228.66974183505093,8,"S000250"
259.9075487729414,9,"S000250"
255.80983530588276,0,"S000251"
241.8556295022592,1,"S000251"
269.7519503420849,2,"S000251"
312.95608993185886,3,"S000251"
254.01180417574048,4,"S000251"
238.08310316976954,5,"S000251"
278.919417882089,6,"S000251"
271.8711414898808,7,"S000251"
310.95851955703347,8,"S000251"
309.40667013544584,9,"S000251"
235.2757012903157,0,"S000252"
229.6386005022769,1,"S000252"
267.455506084454,2,"S000252"
273.99906688843066,3,"S000252"
293.8709109394137,4,"S000252"
265.3076233930439,5,"S000252"
233.45321447251084,6,"S000252"
244.63085087433575,7,"S000252"
249.51854402422398,8,"S000252"
222.24171847146093,9,"S000252"
249.9908649508178,0,"S000253"
213.0790990647053,1,"S000253"
255.43147763898725,2,"S000253"
296.6216802747034,3,"S000253"
290.05190988178487,4,"S000253"
293.02557481481995,5,"S000253"
269.18075827738926,6,"S000253"
324.2697252312482,7,"S000253"
309.81426433697305,8,"S000253"
322.4746047181385,9,"S000253"
287.5681843419489,0,"S000254"
252.5133527706207,1,"S000254"
298.4408767614074,2,"S000254"
319.42713330642704,3,"S000254"
331.2718714838699,4,"S000254"
329.97529852869786,5,"S000254"
345.6759941570341,6,"S000254"
332.14640826223376,7,"S000254"
370.04898358985207,8,"S000254"
421.38348965657934,9,"S000254"
214.24874821080246,0,"S000255"
246.80589827134364,1,"S000255"
325.2026519454198,2,"S000255"
320.92799089714913,3,"S000255"
246.72854841110814,4,"S000255"
286.07955703804214,5,"S000255"
361.1523686459635,6,"S000255"
330.3320653058137,7,"S000255"
352.1638490218973,8,"S000255"
365.3694335874679,9,"S000255"
297.56504564748656,0,"S000256"
321.7493334191565,1,"S000256"
250.0298857019464,2,"S000256"
354.79405016578676,3,"S000256"
344.27966307259794,4,"S000256"
372.00488060210546,5,"S000256"
398.0294050289582,6,"S000256"
374.9190771859383,7,"S000256"
350.31770654435854,8,"S000256"
406.6578286689461,9,"S000256"
167.23046463466372,0,"S000257"
251.45034930918888,1,"S000257"
228.41153035675444,2,"S000257"
257.9424096966066,3,"S000257"
217.42369185267103,4,"S000257"
318.2188039884521,5,"S000257"
290.8117035134735,6,"S000257"
308.20071664456555,7,"S000257"
301.7135889487602,8,"S000257"
322.859985324157,9,"S000257"
312.4114152239135,0,"S000258"
226.61202604081464,1,"S000258"
266.7405823341835,2,"S000258"
266.7008284911465,3,"S000258"
259.94735563203784,4,"S000258"
297.3424056423744,5,"S000258"
223.71429460357717,6,"S000258"
269.12101364046265,7,"S000258"
276.53641577426833,8,"S000258"
278.3030905776215,9,"S000258"
229.82735409532205,0,"S000259"
276.5852386207665,1,"S000259"
266.7802456082962,2,"S000259"
273.1047773123254,3,"S000259"
283.7036030354425,4,"S000259"
258.18728259959835,5,"S000259"
267.7347146674858,6,"S000259"
267.73411737021814,7,"S000259"
224.86120193379236,8,"S000259"
269.0698174403383,9,"S000259"
218.88289148469264,0,"S000260"
249.84637534777298,1,"S000260"
233.6206850909883,2,"S000260"
196.12181743829356,3,"S000260"
226.0390088479821,4,"S000260"
214.2289313867563,5,"S000260"
219.6304066103824,6,"S000260"
252.56159400607373,7,"S000260"
247.57924502921165,8,"S000260"
238.77822207133596,9,"S000260"
262.0797907643602,0,"S000261"
302.6862959261481,1,"S000261"
277.9227780593906,2,"S000261"
287.7295122141572,3,"S000261"
304.53222176876125,4,"S000261"
307.82095578870656,5,"S000261"
350.9692166131071,6,"S000261"
326.28167412040693,7,"S000261"
372.9453600219467,8,"S000261"
368.29526566366076,9,"S000261"
315.520769062369,0,"S000262"
284.5296655474608,1,"S000262"
319.70173943925374,2,"S000262"
296.61255969741916,3,"S000262"
355.07608887105727,4,"S000262"
364.25000639009477,5,"S000262"
363.86761123719805,6,"S000262"
377.8422714046202,7,"S000262"
432.96310917166034,8,"S000262"
417.48933508213975,9,"S000262"
277.6265443670487,0,"S000263"
234.3566569486393,1,"S000263"
294.26696172536975,2,"S000263"
307.83634950454234,3,"S000263"
320.4893484863335,4,"S000263"
315.108846795319,5,"S000263"
304.98490094123343,6,"S000263"
350.44157287462906,7,"S000263"
359.3346463490509,8,"S000263"
