"subj","item","spkr","prec","load","rt_trunc","rt_raw"
"S086","I22","old","break","no",1443,1443
"S086","I23","new","maintain","no",1945,1945
"S086","I24","new","break","no",3180,3180
"S086","I25","old","maintain","yes",2156,2156
"S086","I26","old","break","yes",4141,4141
"S086","I27","new","maintain","yes",1517,1517
"S086","I28","new","break","yes",3027,3027
"S086","I29","old","maintain","no",1182,1182
"S086","I30","old","break","no",1942,1942
"S086","I31","new","maintain","no",2502,2502
"S086","I32","new","break","no",1821,1821
"S088","I01","old","maintain","no",1666,1666
"S088","I02","old","break","no",2153,2153
"S088","I03","new","maintain","no",1267,1267
"S088","I04","new","break","no",3395,3395
"S088","I05","old","maintain","yes",1258,1258
"S088","I06","old","break","yes",2283,2283
"S088","I07","new","maintain","yes",1666,1666
"S088","I08","new","break","yes",3484,3484
"S088","I09","old","maintain","no",1959,1959
"S088","I10","old","break","no",1388,1388
"S088","I11","new","maintain","no",1388,1388
"S088","I12","new","break","no",2748,2748
"S088","I13","old","maintain","yes",2798,2798
"S088","I14","old","break","yes",2202,2202
"S088","I15","new","maintain","yes",1612,1612
"S088","I16","new","break","yes",1740,1740
"S088","I17","old","maintain","no",1925,1925
"S088","I18","old","break","no",2884,2884
"S088","I19","new","maintain","no",1667,1667
"S088","I20","new","break","no",1789,1789
"S088","I21","old","maintain","yes",1369,1369
"S088","I22","old","break","yes",1543,1543
"S088","I23","new","maintain","yes",2365,2365
"S088","I24","new","break","yes",4982,4982
"S088","I25","old","maintain","no",1674,1674
"S088","I26","old","break","no",2619,2619
"S088","I27","new","maintain","no",1316,1316
"S088","I28","new","break","no",2307,2307
"S088","I29","old","maintain","yes",1623,1623
"S088","I30","old","break","yes",2142,2142
"S088","I31","new","maintain","yes",1901,1901
"S088","I32","new","break","yes",1621,1621
"S089","I01","new","maintain","no",1445,1445
"S089","I02","new","break","no",2394,2394
"S089","I03","old","maintain","yes",2388,2388
"S089","I04","old","break","yes",2513,2513
"S089","I05","new","maintain","yes",1859,1859
"S089","I06","new","break","yes",2383,2383
"S089","I07","old","maintain","no",1686,1686
"S089","I08","old","break","no",3003,3003
"S089","I09","new","maintain","no",3151,3151
"S089","I10","new","break","no",1849,1849
"S089","I11","old","maintain","yes",2049,2049
"S089","I12","old","break","yes",2928,2928
"S089","I13","new","maintain","yes",2138,2138
"S089","I14","new","break","yes",2442,2442
"S089","I15","old","maintain","no",2212,2212
"S089","I16","old","break","no",3943,3943
"S089","I17","new","maintain","no",903,903
"S089","I18","new","break","no",1322,1322
"S089","I19","old","maintain","yes",1877,1877
"S089","I20","old","break","yes",1949,1949
"S089","I21","new","maintain","yes",1349,1349
"S089","I22","new","break","yes",3546,3546
"S089","I23","old","maintain","no",2366,2366
"S089","I24","old","break","no",2799,2799
"S089","I25","new","maintain","no",1635,1635
"S089","I26","new","break","no",2038,2038
"S089","I27","old","maintain","yes",2999,2999
"S089","I28","old","break","yes",2607,2607
"S089","I29","new","maintain","yes",1102,1102
"S089","I30","new","break","yes",2283,2283
"S089","I31","old","maintain","no",1641,1641
"S089","I32","old","break","no",3684,3684
"S091","I01","new","break","yes",1325,1325
"S091","I02","old","maintain","no",2974,2974
"S091","I03","old","break","no",2569,2569
"S091","I04","new","maintain","no",2454,2454
"S091","I05","new","break","no",3101,3101
"S091","I06","old","maintain","yes",1702,1702
"S091","I07","old","break","yes",2828,2828
"S091","I08","new","maintain","yes",1901,1901
"S091","I09","new","break","yes",1949,1949
"S091","I10","old","maintain","no",1929,1929
"S091","I11","old","break","no",3792,3792
"S091","I12","new","maintain","no",2688,2688
"S091","I13","new","break","no",2117,2117
"S091","I14","old","maintain","yes",1480,1480
"S091","I15","old","break","yes",5171,6419
"S091","I16","new","maintain","yes",1800,1800
"S091","I17","new","break","yes",1544,1544
"S091","I18","old","maintain","no",2343,2343
"S091","I19","old","break","no",3239,3239
"S091","I20","new","maintain","no",1549,1549
"S091","I21","new","break","no",3232,3232
"S091","I22","old","maintain","yes",1483,1483
"S091","I23","old","break","yes",2625,2625
"S091","I24","new","maintain","yes",2098,2098
"S091","I25","new","break","yes",2256,2256
"S091","I26","old","maintain","no",2037,2037
"S091","I27","old","break","no",2419,2419
"S091","I28","new","maintain","no",1886,1886
"S091","I29","new","break","no",1722,1722
"S091","I30","old","maintain","yes",2322,2322
"S091","I31","old","break","yes",4865,4865
"S091","I32","new","maintain","yes",1280,1280
"S093","I01","old","break","yes",1987,1987
"S093","I02","new","maintain","yes",2473,2473
"S093","I03","new","break","yes",1908,1908
"S093","I04","old","maintain","no",1312,1312
"S093","I05","old","break","no",1959,1959
"S093","I06","new","maintain","no",1462,1462
"S093","I07","new","break","no",4390,4390
"S093","I08","old","maintain","yes",2222,2222
"S093","I09","old","break","yes",2890,2890
"S093","I10","new","maintain","yes",2090,2090
"S093","I11","new","break","yes",2490,2490
"S093","I12","old","maintain","no",2327,2327
"S093","I13","old","break","no",1537,1537
"S093","I14","new","maintain","no",1279,1279
"S093","I15","new","break","no",1711,1711
"S093","I16","old","maintain","yes",1540,1540
"S093","I17","old","break","yes",1484,1484
"S093","I18","new","maintain","yes",2003,2003
"S093","I19","new","break","yes",2278,2278
"S093","I20","old","maintain","no",1168,1168
"S093","I21","old","break","no",1208,1208
"S093","I22","new","maintain","no",1203,1203
"S093","I23","new","break","no",2785,2785
"S093","I24","old","maintain","yes",1617,1617
"S093","I25","old","break","yes",1434,1434
"S093","I26","new","maintain","yes",1157,1157
"S093","I27","new","break","yes",2258,2258
"S093","I28","old","maintain","no",1645,1645
"S093","I29","old","break","no",922,922
"S093","I30","new","maintain","no",1622,1622
"S093","I31","new","break","no",3723,3723
"S093","I32","old","maintain","yes",1541,1541
"S094","I01","new","break","no",1386,1386
"S094","I02","old","maintain","yes",3235,3235
"S094","I03","old","break","yes",1427,1427
"S094","I04","new","maintain","yes",1723,1723
"S094","I05","new","break","yes",1819,1819
"S094","I06","old","maintain","no",2123,2123
"S094","I07","old","break","no",4150,4150
"S094","I08","new","maintain","no",1761,1761
"S094","I09","new","break","no",2069,2069
"S094","I10","old","maintain","yes",2049,2049
"S094","I11","old","break","yes",1909,1909
"S094","I12","new","maintain","yes",1947,1947
"S094","I13","new","break","yes",2178,2178
"S094","I14","old","maintain","no",1199,1199
"S094","I15","old","break","no",2092,2092
"S094","I16","new","maintain","no",1480,1480
"S094","I17","new","break","no",2465,2465
"S094","I18","old","maintain","yes",2423,2423
"S094","I19","old","break","yes",1517,1517
"S094","I20","new","maintain","yes",1809,1809
"S094","I21","new","break","yes",2751,2751
"S094","I22","old","maintain","no",1002,1002
"S094","I23","old","break","no",3206,3206
"S094","I24","new","maintain","no",1157,1157
"S094","I25","new","break","no",1154,1154
"S094","I26","old","maintain","yes",4020,4020
"S094","I27","old","break","yes",2219,2219
"S094","I28","new","maintain","yes",1265,1265
"S094","I29","new","break","yes",1543,1543
"S094","I30","old","maintain","no",1722,1722
"S094","I31","old","break","no",3163,3163
"S094","I32","new","maintain","no",1320,1320
"S095","I01","new","break","no",1185,1185
"S095","I02","old","maintain","yes",1673,1673
"S095","I03","old","break","yes",1768,1768
"S095","I04","new","maintain","yes",1493,1493
"S095","I05","new","break","yes",1478,1478
"S095","I06","old","maintain","no",1502,1502
"S095","I07","old","break","no",2767,2767
"S095","I08","new","maintain","no",1721,1721
"S095","I09","new","break","no",5171,5294
"S095","I10","old","maintain","yes",868,868
"S095","I11","old","break","yes",2580,2580
"S095","I12","new","maintain","yes",2608,2608
"S095","I13","new","break","yes",1897,1897
"S095","I14","old","maintain","no",1320,1320
"S095","I15","old","break","no",1291,1291
"S095","I16","new","maintain","no",1820,1820
"S095","I17","new","break","no",1544,1544
"S095","I18","old","maintain","yes",1842,1842
"S095","I19","old","break","yes",2477,2477
"S095","I20","new","maintain","yes",1188,1188
"S095","I21","new","break","yes",1589,1589
"S095","I22","old","maintain","no",1222,1222
"S095","I23","old","break","no",2626,2626
"S095","I24","new","maintain","no",1217,1217
"S095","I25","new","break","no",1475,1475
"S095","I26","old","maintain","yes",1397,1397
"S095","I27","old","break","yes",2358,2358
"S095","I28","new","maintain","yes",1124,1124
"S095","I29","new","break","yes",2124,2124
"S095","I30","old","maintain","no",1341,1341
"S095","I31","old","break","no",1781,1781
"S095","I32","new","maintain","no",2081,2081
"S096","I01","new","maintain","yes",2427,2427
"S096","I02","new","break","yes",2013,2013
"S096","I03","old","maintain","no",1227,1227
"S096","I04","old","break","no",2955,2955
"S096","I05","new","maintain","no",1459,1459
"S096","I06","new","break","no",3284,3284
"S096","I07","old","maintain","yes",1906,1906
"S096","I08","old","break","yes",5171,6488
"S096","I09","new","maintain","yes",4232,4232
"S096","I10","new","break","yes",907,907
"S096","I11","old","maintain","no",1709,1709
"S096","I12","old","break","no",4210,4210
"S096","I13","new","maintain","no",2298,2298
"S096","I14","new","break","no",5171,5987
"S096","I15","old","maintain","yes",2292,2292
"S096","I16","old","break","yes",2160,2160
"S096","I17","new","maintain","yes",1945,1945
"S096","I18","new","break","yes",2503,2503
"S096","I19","old","maintain","no",1266,1266
"S096","I20","old","break","no",1268,1268
"S096","I21","new","maintain","no",2190,2190
"S096","I22","new","break","no",2084,2084
"S096","I23","old","maintain","yes",1524,1524
"S096","I24","old","break","yes",5171,7365
"S096","I25","new","maintain","yes",1194,1194
"S096","I26","new","break","yes",4181,4181
"S096","I27","old","maintain","no",1076,1076
"S096","I28","old","break","no",2207,2207
"S096","I29","new","maintain","no",1242,1242
"S096","I30","new","break","no",2463,2463
"S096","I31","old","maintain","yes",1640,1640
"S096","I32","old","break","yes",2602,2602
"S097","I01","new","maintain","no",2227,2227
"S097","I02","new","break","no",3535,3535
"S097","I03","old","maintain","yes",1687,1687
"S097","I04","old","break","yes",1572,1572
"S097","I05","new","maintain","yes",1428,1428
"S097","I06","new","break","yes",2123,2123
"S097","I07","old","maintain","no",1486,1486
"S097","I08","old","break","no",2482,2482
"S097","I09","new","maintain","no",1369,1369
"S097","I10","new","break","no",1629,1629
"S097","I11","old","maintain","yes",1067,1067
"S097","I12","old","break","yes",5171,5251
"S097","I13","new","maintain","yes",2418,2418
"S097","I14","new","break","yes",2101,2101
"S097","I15","old","maintain","no",1531,1531
"S097","I16","old","break","no",5171,5586
"S097","I17","new","maintain","no",1203,1203
"S097","I18","new","break","no",1182,1182
"S097","I19","old","maintain","yes",2097,2097
"S097","I20","old","break","yes",1389,1389
"S097","I21","new","maintain","yes",1369,1369
"S097","I22","new","break","yes",2064,2064
"S097","I23","old","maintain","no",1123,1123
"S097","I24","old","break","no",1697,1697
"S097","I25","new","maintain","no",1254,1254
"S097","I26","new","break","no",1998,1998
"S097","I27","old","maintain","yes",1376,1376
"S097","I28","old","break","yes",2266,2266
"S097","I29","new","maintain","yes",1002,1002
"S097","I30","new","break","yes",2704,2704
"S097","I31","old","maintain","no",2482,2482
"S097","I32","old","break","no",1541,1541
"S098","I01","old","maintain","no",2307,2307
"S098","I02","old","break","no",3775,3775
"S098","I03","new","maintain","no",2208,2208
"S098","I04","new","break","no",1852,1852
"S098","I05","old","maintain","yes",3181,3181
"S098","I06","old","break","yes",4025,4025
"S098","I07","new","maintain","yes",2587,2587
"S098","I08","new","break","yes",3443,3443
"S098","I09","old","maintain","no",1989,1989
"S098","I10","old","break","no",1549,1549
"S098","I11","new","maintain","no",2109,2109
"S098","I12","new","break","no",2968,2968
"S098","I13","old","maintain","yes",4781,4781
"S098","I14","old","break","yes",3423,3423
"S098","I15","new","maintain","yes",2933,2933
"S098","I16","new","break","yes",2782,2782
"S098","I17","old","maintain","no",2005,2005
"S098","I18","old","break","no",2123,2123
"S098","I19","new","maintain","no",2037,2037
"S098","I20","new","break","no",3211,3211
"S098","I21","old","maintain","yes",1709,1709
"S098","I22","old","break","yes",3967,3967
"S098","I23","new","maintain","yes",2886,2886
"S098","I24","new","break","yes",5171,5683
"S098","I25","old","maintain","no",2276,2276
"S098","I26","old","break","no",4902,4902
"S098","I27","new","maintain","no",1837,1837
"S098","I28","new","break","no",2707,2707
"S098","I29","old","maintain","yes",2063,2063
"S098","I30","old","break","yes",2783,2783
"S098","I31","new","maintain","yes",2281,2281
"S098","I32","new","break","yes",2642,2642
"S100","I01","new","break","yes",1405,1405
"S100","I02","old","maintain","no",1953,1953
"S100","I03","old","break","no",1668,1668
"S100","I04","new","maintain","no",1232,1232
"S100","I05","new","break","no",2801,2801
"S100","I06","old","maintain","yes",1442,1442
"S100","I07","old","break","yes",5171,13063
"S100","I08","new","maintain","yes",1420,1420
"S100","I09","new","break","yes",3231,3231
"S100","I10","old","maintain","no",1428,1428
"S100","I11","old","break","no",2389,2389
"S100","I12","new","maintain","no",1786,1786
"S100","I13","new","break","no",2498,2498
"S100","I14","old","maintain","yes",1820,1820
"S100","I15","old","break","yes",2192,2192
"S100","I16","new","maintain","yes",1439,1439
"S100","I17","new","break","yes",1624,1624
"S100","I18","old","maintain","no",2344,2344
"S100","I19","old","break","no",1417,1417
"S100","I20","new","maintain","no",2129,2129
"S100","I21","new","break","no",1509,1509
"S100","I22","old","maintain","yes",1302,1302
"S100","I23","old","break","yes",2525,2525
"S100","I24","new","maintain","yes",1617,1617
"S100","I25","new","break","yes",1995,1995
"S100","I26","old","maintain","no",1918,1918
"S100","I27","old","break","no",1757,1757
"S100","I28","new","maintain","no",1265,1265
"S100","I29","new","break","no",2544,2544
"S100","I30","old","maintain","yes",2763,2763
"S100","I31","old","break","yes",1480,1480
"S100","I32","new","maintain","yes",1020,1020
"S101","I01","old","maintain","yes",1726,1726
"S101","I02","old","break","yes",4977,4977
"S101","I03","new","maintain","yes",2970,2970
"S101","I04","new","break","yes",3896,3896
"S101","I05","old","maintain","no",1439,1439
"S101","I06","old","break","no",2404,2404
"S101","I07","new","maintain","no",1947,1947
"S101","I08","new","break","no",3023,3023
"S101","I09","old","maintain","yes",2830,2830
"S101","I10","old","break","yes",2871,2871
"S101","I11","new","maintain","yes",1709,1709
"S101","I12","new","break","yes",5171,5291
"S101","I13","old","maintain","no",1757,1757
"S101","I14","old","break","no",5171,5546
"S101","I15","new","maintain","no",1391,1391
"S101","I16","new","break","no",3743,3743
"S101","I17","old","maintain","yes",4148,4148
"S101","I18","old","break","yes",5171,15923
"S101","I19","new","maintain","yes",2698,2698
"S101","I20","new","break","yes",3351,3351
"S101","I21","old","maintain","no",4394,4394
"S101","I22","old","break","no",2845,2845
"S101","I23","new","maintain","no",3186,3186
"S101","I24","new","break","no",5171,11491
"S101","I25","old","maintain","yes",1995,1995
"S101","I26","old","break","yes",3100,3100
"S101","I27","new","maintain","yes",1557,1557
"S101","I28","new","break","yes",3388,3388
"S101","I29","old","maintain","no",1302,1302
"S101","I30","old","break","no",3845,3845
"S101","I31","new","maintain","no",2501,2501
"S101","I32","new","break","no",2101,2101
"S102","I01","old","break","no",1525,1525
"S102","I02","new","maintain","no",1633,1633
"S102","I03","new","break","no",1367,1367
"S102","I04","old","maintain","yes",1332,1332
"S102","I05","old","break","yes",1179,1179
"S102","I06","new","maintain","yes",1182,1182
"S102","I07","new","break","yes",4109,4109
"S102","I08","old","maintain","no",579,579
"S102","I09","old","break","no",1128,1128
"S102","I10","new","maintain","no",1228,1228
"S102","I11","new","break","no",1789,1789
"S102","I12","old","maintain","yes",2207,2207
"S102","I13","old","break","yes",1997,1997
"S102","I14","new","maintain","yes",1099,1099
"S102","I15","new","break","yes",1311,1311
"S102","I16","old","maintain","no",1339,1339
"S102","I17","old","break","no",1364,1364
"S102","I18","new","maintain","no",1563,1563
"S102","I19","new","break","no",3299,3299
"S102","I20","old","maintain","yes",2710,2710
"S102","I21","old","break","yes",1348,1348
"S102","I22","new","maintain","yes",1022,1022
"S102","I23","new","break","yes",2766,2766
"S102","I25","old","break","no",1474,1474
"S102","I26","new","maintain","no",1357,1357
"S102","I27","new","break","no",1517,1517
"S102","I28","old","maintain","yes",1926,1926
"S102","I29","old","break","yes",2324,2324
"S102","I30","new","maintain","yes",1822,1822
"S102","I31","new","break","yes",1480,1480
"S102","I32","old","maintain","no",1180,1180
"S103","I01","new","maintain","yes",2628,2628
"S103","I02","new","break","yes",1853,1853
"S103","I03","old","maintain","no",1407,1407
"S103","I04","old","break","no",2514,2514
"S103","I05","new","maintain","no",1519,1519
"S103","I06","new","break","no",2404,2404
"S103","I07","old","maintain","yes",2848,2848
"S103","I08","old","break","yes",2962,2962
"S103","I09","new","maintain","yes",2389,2389
"S103","I10","new","break","yes",1869,1869
"S103","I11","old","maintain","no",1278,1278
"S103","I12","old","break","no",2868,2868
"S103","I13","new","maintain","no",1196,1196
"S103","I14","new","break","no",2171,2171
"S103","I15","old","maintain","yes",1591,1591
"S103","I16","old","break","yes",3983,3983
"S103","I17","new","maintain","yes",2426,2426
"S103","I18","new","break","yes",2223,2223
"S103","I19","old","maintain","no",1596,1596
"S103","I20","old","break","no",1348,1348
"S103","I21","new","maintain","no",1309,1309
"S103","I22","new","break","no",1623,1623
"S103","I23","old","maintain","yes",2706,2706
"S103","I24","old","break","yes",4281,4281
"S103","I25","new","maintain","yes",2075,2075
"S103","I26","new","break","yes",3179,3179
"S103","I27","old","maintain","no",1216,1216
"S103","I28","old","break","no",2286,2286
"S103","I29","new","maintain","no",1202,1202
"S103","I30","new","break","no",1581,1581
"S103","I31","old","maintain","yes",1601,1601
"S103","I32","old","break","yes",1941,1941
