"subj","item","trial","F","P","Q","lQ","lT","rt","speed"
"S45","DUMB",282,"LF","rel","deg","clr","NW",525,1.9047619047619047
"S45","GRASS",286,"HF","rel","clr","deg","NW",448,2.232142857142857
"S45","STOP",288,"HF","unr","deg","deg","NW",483,2.070393374741201
"S45","COWBOY",290,"LF","rel","deg","clr","WD",486,2.05761316872428
"S45","DESTROY",292,"HF","unr","clr","deg","NW",517,1.9342359767891684
"S45","FRIEND",293,"HF","rel","deg","clr","WD",496,2.0161290322580645
"S45","WOOL",300,"LF","unr","deg","clr","NW",714,1.4005602240896358
"S45","EARTH",301,"HF","rel","deg","deg","WD",509,1.9646365422396856
"S45","SIGN",302,"LF","rel","clr","deg","WD",552,1.8115942028985508
"S45","WEIRD",303,"LF","rel","clr","clr","WD",497,2.0120724346076457
"S45","HIDE",307,"LF","unr","clr","clr","NW",617,1.6207455429497568
"S45","ROCKET",308,"LF","unr","clr","clr","WD",543,1.8416206261510129
"S45","RUBBER",309,"LF","unr","clr","clr","WD",521,1.9193857965451055
"S45","HAIR",310,"HF","unr","deg","clr","WD",563,1.7761989342806395
"S45","BEAR",311,"HF","rel","deg","deg","WD",636,1.5723270440251573
"S45","FACE",313,"HF","unr","deg","clr","NW",602,1.6611295681063123
"S45","CARE",317,"HF","rel","clr","deg","NW",617,1.6207455429497568
"S45","VEIN",318,"LF","rel","clr","clr","WD",639,1.5649452269170578
"S45","IDEA",323,"HF","unr","deg","deg","NW",635,1.5748031496062993
"S45","SPOT",325,"HF","rel","clr","clr","NW",455,2.197802197802198
"S45","JUICE",326,"LF","unr","clr","clr","WD",548,1.8248175182481752
"S45","SHOW",327,"HF","rel","deg","clr","WD",574,1.7421602787456445
"S45","SPORT",329,"LF","rel","clr","deg","NW",461,2.1691973969631237
"S45","GLORY",331,"LF","rel","clr","clr","NW",547,1.8281535648994516
"S45","BOARD",335,"HF","rel","deg","clr","NW",533,1.876172607879925
"S45","NUMBER",339,"HF","unr","deg","clr","NW",649,1.5408320493066257
"S45","MATH",340,"LF","unr","clr","deg","WD",526,1.9011406844106464
"S45","NICE",342,"LF","rel","clr","clr","NW",515,1.941747572815534
"S45","SEAFOOD",343,"LF","rel","deg","clr","WD",574,1.7421602787456445
"S45","ENGINE",348,"HF","unr","clr","deg","NW",642,1.557632398753894
"S45","CAKE",352,"LF","rel","deg","clr","NW",682,1.466275659824047
"S45","SHORT",357,"HF","rel","deg","deg","NW",597,1.6750418760469012
"S45","HOSTAGE",362,"LF","rel","deg","deg","NW",866,1.1547344110854503
"S45","FATHER",364,"HF","rel","clr","clr","NW",580,1.7241379310344827
"S45","GUILT",366,"LF","rel","clr","clr","NW",613,1.6313213703099512
"S45","CENTER",367,"HF","unr","clr","clr","WD",684,1.4619883040935673
"S45","WHEN",369,"HF","unr","clr","clr","NW",544,1.838235294117647
"S45","BEST",371,"HF","rel","clr","deg","NW",546,1.8315018315018314
"S45","PUSH",372,"LF","unr","clr","clr","WD",506,1.976284584980237
"S45","GOAL",374,"LF","rel","clr","deg","NW",463,2.159827213822894
"S45","HAVE",379,"HF","unr","deg","clr","NW",819,1.221001221001221
"S45","BANANA",380,"LF","unr","deg","deg","WD",625,1.6
"S45","PUPPY",381,"LF","unr","clr","deg","WD",551,1.8148820326678765
"S45","OPEN",383,"HF","rel","clr","clr","NW",489,2.044989775051125
"S45","TIRED",389,"HF","rel","deg","clr","NW",567,1.763668430335097
"S45","ALONE",391,"HF","rel","deg","deg","NW",594,1.6835016835016836
"S45","NAVY",392,"LF","rel","deg","deg","WD",712,1.404494382022472
"S45","HARD",393,"HF","unr","deg","deg","WD",955,1.0471204188481675
"S45","HOTEL",394,"HF","unr","deg","deg","WD",613,1.6313213703099512
"S45","PULL",396,"HF","unr","clr","deg","NW",561,1.7825311942959001
"S45","LONG",399,"HF","unr","deg","deg","NW",707,1.4144271570014144
"S45","LIGHT",400,"HF","rel","clr","deg","WD",583,1.7152658662092624
"S45","DONKEY",401,"LF","unr","deg","clr","WD",575,1.7391304347826086
"S45","HANDS",405,"HF","rel","deg","deg","NW",595,1.680672268907563
"S45","SEAT",406,"HF","unr","deg","deg","WD",667,1.4992503748125936
"S45","STICKY",407,"LF","unr","deg","deg","WD",767,1.303780964797914
"S45","NIGHT",408,"HF","rel","deg","deg","WD",624,1.6025641025641026
"S45","BLADE",410,"LF","rel","deg","clr","NW",671,1.4903129657228018
"S45","GIVE",412,"HF","rel","deg","clr","NW",540,1.8518518518518519
"S45","LOCK",413,"LF","rel","deg","deg","WD",758,1.3192612137203166
"S45","LIFE",414,"HF","unr","clr","deg","WD",647,1.545595054095827
"S45","PURPLE",416,"LF","unr","clr","deg","NW",638,1.567398119122257
"S45","CHEAT",419,"LF","unr","clr","clr","NW",750,1.3333333333333333
"S45","HOME",422,"HF","unr","deg","deg","NW",523,1.9120458891013383
"S45","STUDY",425,"HF","rel","clr","clr","NW",644,1.5527950310559007
"S45","FLOWER",426,"LF","unr","clr","clr","WD",537,1.86219739292365
"S45","HABIT",434,"LF","unr","clr","clr","NW",488,2.0491803278688523
"S45","PRESENT",436,"HF","unr","clr","deg","NW",573,1.7452006980802792
"S45","ANGER",438,"LF","unr","deg","clr","NW",612,1.6339869281045751
"S45","SLIMY",439,"LF","rel","clr","deg","WD",938,1.0660980810234542
"S45","KNOW",442,"HF","unr","clr","clr","NW",524,1.9083969465648856
"S45","OYSTER",445,"LF","unr","clr","clr","NW",597,1.6750418760469012
"S45","BLACK",448,"HF","unr","deg","deg","NW",620,1.6129032258064515
"S45","JOKE",453,"LF","unr","clr","deg","NW",598,1.6722408026755853
"S45","SMART",454,"LF","unr","deg","clr","WD",637,1.5698587127158556
"S45","STAMP",456,"LF","rel","deg","clr","NW",580,1.7241379310344827
"S45","PICK",457,"HF","rel","clr","deg","WD",683,1.4641288433382138
"S45","MIND",458,"HF","rel","deg","clr","WD",607,1.6474464579901154
"S45","BUNNY",462,"LF","unr","deg","clr","NW",868,1.152073732718894
"S45","SOUND",464,"HF","unr","deg","deg","NW",709,1.4104372355430184
"S45","MORNING",465,"HF","rel","deg","deg","WD",584,1.7123287671232876
"S45","GARDEN",466,"HF","unr","deg","deg","WD",880,1.1363636363636365
"S45","PLANT",471,"HF","unr","deg","clr","NW",496,2.0161290322580645
"S45","COST",472,"HF","rel","clr","deg","WD",619,1.615508885298869
"S45","PANTS",473,"LF","unr","deg","clr","WD",738,1.3550135501355014
"S45","SAME",474,"HF","unr","clr","deg","WD",484,2.0661157024793386
"S45","SHIRT",475,"LF","unr","clr","clr","WD",528,1.893939393939394
"S45","MAKE",476,"HF","rel","deg","clr","WD",601,1.663893510815308
"S45","PARTY",479,"HF","unr","clr","deg","NW",607,1.6474464579901154
"S45","ORANGE",480,"LF","unr","clr","clr","WD",501,1.996007984031936
"S46","PURPLE",2,"LF","rel","clr","deg","NW",1194,0.8375209380234506
"S46","DONE",3,"HF","unr","deg","clr","WD",1506,0.6640106241699867
"S46","RIBS",5,"LF","unr","clr","deg","WD",1242,0.8051529790660226
"S46","SCARE",6,"LF","unr","clr","clr","WD",827,1.2091898428053205
"S46","SHOE",7,"LF","unr","deg","clr","WD",793,1.2610340479192939
"S46","CIRCLE",10,"HF","rel","clr","deg","NW",755,1.3245033112582782
"S46","GLORY",11,"LF","unr","deg","clr","WD",1156,0.8650519031141869
"S46","SPORT",12,"LF","unr","deg","deg","WD",982,1.0183299389002036
"S46","CHEAT",14,"LF","rel","clr","deg","NW",660,1.5151515151515151
"S46","HEAD",17,"HF","rel","clr","deg","NW",791,1.2642225031605563
"S46","COST",18,"HF","unr","deg","clr","WD",2272,0.44014084507042256
"S46","PUPPY",20,"LF","rel","clr","deg","NW",665,1.5037593984962405
"S46","STORM",23,"LF","rel","deg","deg","NW",1394,0.7173601147776184
"S46","BLACK",25,"HF","rel","deg","clr","NW",1011,0.9891196834817013
"S46","SAND",34,"LF","unr","deg","deg","NW",817,1.2239902080783354
"S46","RUBBER",36,"LF","rel","clr","clr","NW",698,1.4326647564469914
"S46","SWIM",39,"LF","rel","deg","deg","NW",837,1.1947431302270013
"S46","WEST",40,"HF","unr","clr","deg","WD",949,1.053740779768177
"S46","FRIEND",42,"HF","unr","clr","clr","NW",633,1.5797788309636651
"S46","HIDE",44,"LF","rel","clr","clr","NW",519,1.9267822736030829
"S46","WHITE",45,"HF","rel","deg","clr","WD",663,1.5082956259426847
"S46","LIGHT",46,"HF","unr","deg","deg","WD",837,1.1947431302270013
"S46","HOLD",47,"HF","rel","deg","deg","WD",629,1.589825119236884
"S46","MORNING",48,"HF","unr","clr","deg","WD",555,1.8018018018018018
"S46","LIFE",50,"HF","rel","clr","deg","NW",575,1.7391304347826086
"S46","FATHER",51,"HF","unr","deg","clr","WD",793,1.2610340479192939
"S46","WATER",56,"HF","unr","deg","clr","NW",631,1.5847860538827259
"S46","ACHE",57,"LF","unr","clr","deg","WD",687,1.455604075691412
"S46","FRUIT",59,"LF","unr","clr","clr","NW",550,1.8181818181818181
"S46","MOUSE",64,"LF","unr","deg","clr","NW",610,1.639344262295082
"S46","STREET",67,"HF","unr","clr","deg","NW",776,1.288659793814433
"S46","SHINE",68,"LF","rel","clr","clr","WD",650,1.5384615384615385
"S46","VAMPIRE",72,"LF","unr","clr","deg","NW",767,1.303780964797914
"S46","PULL",75,"HF","rel","clr","clr","NW",692,1.4450867052023122
"S46","ANSWER",78,"HF","unr","clr","deg","NW",561,1.7825311942959001
"S46","MONKEY",79,"LF","unr","deg","clr","WD",890,1.1235955056179776
"S46","MAIL",80,"LF","rel","deg","deg","WD",692,1.4450867052023122
"S46","SORRY",81,"HF","rel","deg","deg","WD",679,1.4727540500736378
"S46","SAME",83,"HF","rel","clr","deg","NW",704,1.4204545454545454
"S46","MORE",84,"HF","unr","deg","clr","WD",950,1.0526315789473684
"S46","LEAD",87,"HF","rel","clr","deg","NW",584,1.7123287671232876
"S46","TUSK",88,"LF","unr","clr","clr","WD",1300,0.7692307692307693
"S46","SECOND",91,"HF","unr","deg","clr","NW",730,1.36986301369863
"S46","WEIRD",92,"LF","unr","deg","deg","WD",2038,0.49067713444553485
"S46","STUDY",95,"HF","unr","deg","clr","NW",602,1.6611295681063123
"S46","HOSTAGE",98,"LF","unr","clr","deg","WD",647,1.545595054095827
"S46","JOKE",100,"LF","rel","clr","deg","NW",568,1.7605633802816902
"S46","DONKEY",102,"LF","rel","deg","deg","NW",684,1.4619883040935673
"S46","TRAIN",103,"LF","rel","deg","deg","WD",1100,0.9090909090909091
"S46","COWBOY",104,"LF","unr","clr","deg","WD",994,1.0060362173038229
"S46","WHEN",106,"HF","rel","clr","clr","NW",533,1.876172607879925
"S46","BOAT",109,"HF","unr","clr","clr","NW",560,1.7857142857142858
"S46","SOCCER",111,"LF","unr","clr","clr","NW",577,1.733102253032929
"S46","PEACE",112,"HF","unr","deg","clr","WD",671,1.4903129657228018
"S46","SHORT",114,"HF","unr","clr","clr","NW",563,1.7761989342806395
"S46","ENGINE",115,"HF","rel","clr","clr","WD",555,1.8018018018018018
"S46","BANANA",116,"LF","rel","deg","clr","WD",1044,0.9578544061302682
"S46","ORANGE",119,"LF","rel","clr","clr","NW",505,1.9801980198019802
"S46","MATH",121,"LF","rel","clr","clr","NW",479,2.0876826722338206
"S46","FRIGHT",122,"LF","rel","deg","clr","WD",1559,0.6414368184733804
"S46","CHEAP",124,"LF","rel","deg","deg","NW",649,1.5408320493066257
"S46","HORSE",125,"HF","rel","clr","deg","WD",579,1.7271157167530224
"S46","CITY",129,"HF","unr","deg","clr","NW",728,1.3736263736263736
"S46","STONE",132,"HF","unr","deg","clr","NW",516,1.937984496124031
"S46","BRAVE",133,"LF","unr","deg","deg","WD",964,1.037344398340249
"S46","FINGER",134,"HF","unr","clr","deg","WD",575,1.7391304347826086
"S46","PLANT",135,"HF","rel","deg","clr","WD",651,1.5360983102918586
"S46","WALK",136,"HF","unr","clr","deg","WD",821,1.218026796589525
"S46","TIGER",137,"LF","unr","clr","clr","WD",802,1.2468827930174564
"S46","DEFEND",138,"LF","unr","clr","clr","WD",1596,0.6265664160401002
"S46","KING",140,"LF","unr","clr","clr","NW",1271,0.7867820613690008
"S46","FIELD",142,"HF","unr","deg","clr","NW",724,1.3812154696132597
"S46","RULER",143,"LF","rel","clr","deg","WD",544,1.838235294117647
"S46","NICE",146,"LF","unr","deg","deg","NW",720,1.3888888888888888
"S46","SCHOOL",151,"HF","rel","clr","clr","NW",545,1.834862385321101
"S46","SEAFOOD",152,"LF","unr","clr","clr","WD",648,1.5432098765432098
"S46","MEAN",154,"HF","rel","deg","deg","NW",855,1.1695906432748537
"S46","UNCLE",156,"HF","unr","deg","clr","NW",651,1.5360983102918586
"S46","LONG",159,"HF","rel","deg","clr","NW",790,1.2658227848101267
"S46","HUNGER",161,"LF","unr","deg","deg","NW",1043,0.9587727708533078
"S46","PICK",163,"HF","unr","deg","deg","NW",611,1.6366612111292962
"S46","YEAR",164,"HF","unr","clr","deg","WD",599,1.669449081803005
"S46","SMOKE",165,"HF","rel","clr","clr","WD",615,1.6260162601626016
"S46","WINE",167,"HF","rel","deg","deg","NW",1124,0.8896797153024911
"S46","FIGURE",170,"HF","unr","deg","clr","NW",584,1.7123287671232876
"S46","SILVER",171,"LF","rel","deg","deg","WD",614,1.6286644951140066
"S46","PLAY",172,"HF","rel","clr","deg","WD",537,1.86219739292365
"S46","SIGN",173,"LF","unr","deg","clr","WD",652,1.5337423312883436
"S46","IDEA",178,"HF","rel","deg","deg","NW",666,1.5015015015015014
"S46","LOCK",179,"LF","unr","clr","deg","WD",681,1.4684287812041117
"S46","SCENT",181,"LF","rel","clr","clr","NW",590,1.694915254237288
"S46","GIVE",189,"HF","unr","clr","deg","NW",739,1.3531799729364005
"S46","GLUE",198,"LF","unr","deg","deg","NW",673,1.485884101040119
"S46","EARTH",200,"HF","unr","clr","clr","NW",548,1.8248175182481752
"S46","OCEAN",202,"LF","unr","clr","clr","NW",566,1.7667844522968197
"S46","FACE",204,"HF","rel","deg","clr","NW",775,1.2903225806451613
"S46","PEOPLE",205,"HF","rel","deg","deg","WD",604,1.6556291390728477
"S46","GONE",207,"HF","rel","clr","deg","NW",472,2.1186440677966103
"S46","NUMBER",208,"HF","rel","deg","clr","WD",1249,0.800640512409928
"S46","ANGER",215,"LF","rel","deg","clr","NW",592,1.6891891891891893
"S46","GARDEN",216,"HF","rel","deg","deg","WD",497,2.0120724346076457
"S46","JUICE",217,"LF","rel","clr","deg","WD",492,2.032520325203252
"S46","STICK",219,"LF","rel","deg","clr","NW",602,1.6611295681063123
"S46","ALONE",220,"HF","unr","clr","deg","WD",555,1.8018018018018018
"S46","BALLOON",222,"LF","rel","clr","clr","NW",504,1.9841269841269842
"S46","MIND",223,"HF","unr","clr","clr","WD",565,1.7699115044247788
"S46","GARBAGE",225,"LF","unr","deg","deg","NW",629,1.589825119236884
"S46","HAND",228,"HF","rel","clr","deg","NW",483,2.070393374741201
"S46","OYSTER",231,"LF","rel","clr","deg","NW",517,1.9342359767891684
"S46","COAT",233,"LF","rel","deg","deg","NW",725,1.3793103448275863
"S46","SPACE",234,"HF","rel","deg","deg","WD",1054,0.9487666034155597
"S46","RIGHT",236,"HF","rel","clr","deg","NW",554,1.8050541516245486
"S46","FINAL",237,"HF","unr","deg","clr","WD",836,1.1961722488038278
"S46","GOAL",238,"LF","unr","deg","deg","WD",643,1.5552099533437014
"S46","HELP",239,"HF","unr","clr","deg","WD",556,1.7985611510791366
"S46","CHANGE",242,"HF","rel","clr","clr","WD",516,1.937984496124031
"S46","VISION",243,"HF","rel","deg","clr","WD",804,1.243781094527363
"S46","SHOWER",244,"LF","rel","deg","deg","WD",559,1.7889087656529516
"S46","ROCKET",247,"LF","rel","clr","clr","NW",840,1.1904761904761905
"S46","WITCH",248,"LF","rel","clr","clr","WD",680,1.4705882352941178
"S46","ARMY",249,"HF","unr","clr","clr","WD",680,1.4705882352941178
"S46","MELT",253,"LF","rel","clr","deg","NW",680,1.4705882352941178
"S46","GAMBLE",256,"HF","rel","clr","clr","NW",664,1.5060240963855422
"S46","CANDY",258,"LF","unr","deg","deg","NW",908,1.1013215859030836
"S46","FLOWER",260,"LF","rel","clr","deg","NW",693,1.443001443001443
"S46","BEST",264,"HF","unr","deg","clr","NW",994,1.0060362173038229
"S46","WORD",266,"HF","rel","clr","clr","NW",594,1.6835016835016836
"S46","SPOT",267,"HF","unr","deg","clr","WD",595,1.680672268907563
"S46","HEART",268,"HF","unr","clr","deg","WD",803,1.2453300124533002
"S46","OPEN",269,"HF","unr","deg","clr","WD",796,1.256281407035176
"S46","POLE",270,"LF","unr","clr","deg","WD",867,1.1534025374855825
"S46","GIRL",271,"HF","unr","clr","clr","WD",585,1.7094017094017093
"S46","PRIEST",273,"LF","rel","deg","clr","NW",648,1.5432098765432098
"S46","MAKE",275,"HF","unr","clr","deg","NW",527,1.8975332068311195
"S46","SNAKE",277,"LF","unr","clr","clr","NW",611,1.6366612111292962
"S46","HAVE",278,"HF","rel","deg","clr","WD",933,1.0718113612004287
"S46","BLUE",284,"HF","rel","clr","deg","NW",560,1.7857142857142858
"S46","SHOW",287,"HF","unr","clr","clr","NW",561,1.7825311942959001
"S46","BREAK",288,"LF","rel","clr","clr","WD",554,1.8050541516245486
"S46","BUNNY",290,"LF","rel","deg","clr","NW",656,1.524390243902439
"S46","NERVOUS",293,"LF","rel","clr","clr","NW",518,1.9305019305019304
"S46","BREAD",294,"LF","unr","clr","clr","WD",998,1.002004008016032
"S46","COUNTRY",296,"HF","unr","deg","clr","NW",596,1.6778523489932886
"S46","BEAR",298,"HF","unr","clr","deg","NW",551,1.8148820326678765
"S46","CARDS",301,"LF","rel","clr","deg","NW",533,1.876172607879925
"S46","DUMB",302,"LF","unr","clr","clr","WD",793,1.2610340479192939
"S46","LIKE",309,"HF","unr","deg","clr","NW",896,1.1160714285714286
"S46","SLIMY",310,"LF","unr","deg","deg","WD",971,1.0298661174047374
"S46","UGLY",311,"LF","unr","clr","deg","WD",646,1.5479876160990713
"S46","SMART",312,"LF","rel","deg","clr","WD",609,1.6420361247947455
"S46","HEAT",313,"LF","rel","clr","deg","WD",629,1.589825119236884
"S46","HINT",315,"LF","unr","deg","clr","NW",774,1.2919896640826873
"S46","RIDE",319,"HF","unr","deg","clr","NW",612,1.6339869281045751
"S46","OVEN",321,"LF","rel","deg","deg","NW",587,1.7035775127768313
"S46","FLOOR",322,"HF","unr","deg","deg","WD",711,1.4064697609001406
"S46","SOUND",325,"HF","rel","deg","deg","NW",592,1.6891891891891893
"S46","DOOR",327,"HF","rel","deg","clr","NW",519,1.9267822736030829
"S46","REEF",328,"LF","rel","deg","deg","WD",824,1.2135922330097086
"S46","HARD",336,"HF","rel","deg","deg","NW",634,1.5772870662460567
"S46","EGGS",338,"LF","rel","deg","clr","WD",626,1.597444089456869
"S46","NAVY",339,"LF","unr","clr","deg","WD",471,2.1231422505307855
"S46","FIGHT",340,"HF","unr","deg","clr","WD",672,1.4880952380952381
"S46","WOOL",341,"LF","rel","deg","deg","WD",543,1.8416206261510129
"S46","TUNE",342,"LF","rel","clr","deg","WD",501,1.996007984031936
"S46","GUILT",344,"LF","unr","deg","deg","NW",547,1.8281535648994516
"S46","EAGLE",346,"LF","rel","deg","deg","NW",526,1.9011406844106464
"S46","POLICE",347,"HF","rel","deg","deg","WD",706,1.4164305949008498
"S46","TIRED",349,"HF","unr","clr","clr","NW",531,1.8832391713747645
"S46","SOUR",350,"LF","unr","deg","clr","WD",630,1.5873015873015872
"S46","SHIRT",351,"LF","rel","clr","deg","WD",539,1.8552875695732838
"S46","ROUND",352,"LF","rel","deg","clr","WD",690,1.4492753623188406
"S46","STRONG",353,"HF","rel","deg","deg","WD",627,1.594896331738437
"S46","INSECT",354,"LF","rel","clr","deg","WD",601,1.663893510815308
"S46","NURSE",356,"LF","rel","deg","clr","NW",598,1.6722408026755853
"S46","WRITE",361,"HF","unr","deg","deg","NW",623,1.6051364365971108
"S46","THIEF",363,"LF","unr","clr","clr","NW",867,1.1534025374855825
"S46","HAIR",365,"HF","rel","deg","deg","NW",603,1.658374792703151
"S46","HABIT",366,"LF","rel","clr","deg","WD",524,1.9083969465648856
"S46","CASE",368,"HF","rel","clr","deg","NW",652,1.5337423312883436
"S46","CORN",371,"LF","rel","deg","clr","NW",583,1.7152658662092624
"S46","PANTS",374,"LF","rel","deg","clr","NW",648,1.5432098765432098
"S46","BREATH",380,"HF","rel","clr","clr","NW",614,1.6286644951140066
"S46","FORGIVE",384,"LF","unr","deg","clr","NW",958,1.0438413361169103
"S46","DESTROY",386,"HF","rel","clr","clr","WD",639,1.5649452269170578
"S46","CAKE",387,"LF","unr","clr","clr","WD",504,1.9841269841269842
"S46","THINK",388,"HF","rel","deg","clr","WD",550,1.8181818181818181
"S46","SEAT",391,"HF","rel","deg","clr","NW",639,1.5649452269170578
"S46","HOTEL",392,"HF","rel","deg","deg","WD",567,1.763668430335097
"S46","LIQUID",394,"HF","unr","deg","deg","NW",600,1.6666666666666667
"S46","BIRD",395,"LF","rel","deg","deg","WD",631,1.5847860538827259
"S46","WASH",398,"LF","unr","deg","deg","NW",725,1.3793103448275863
"S46","NIGHT",400,"HF","unr","clr","clr","NW",527,1.8975332068311195
"S46","READ",401,"HF","unr","clr","clr","WD",625,1.6
"S46","PLANE",402,"HF","unr","clr","clr","WD",583,1.7152658662092624
"S46","JACKET",403,"LF","unr","deg","clr","WD",710,1.408450704225352
"S46","REASON",405,"HF","rel","clr","clr","NW",552,1.8115942028985508
"S46","FROG",407,"LF","rel","deg","deg","NW",860,1.1627906976744187
"S46","HANDS",410,"HF","unr","clr","deg","NW",642,1.557632398753894
"S46","DUCK",412,"LF","unr","deg","deg","NW",834,1.1990407673860912
"S46","JAIL",413,"LF","unr","deg","deg","WD",788,1.2690355329949239
"S46","MANY",414,"HF","rel","deg","deg","WD",729,1.3717421124828533
"S46","FEMALE",416,"HF","rel","deg","deg","NW",681,1.4684287812041117
"S46","STAMP",421,"LF","unr","clr","clr","NW",523,1.9120458891013383
"S46","PINT",422,"LF","rel","clr","clr","WD",523,1.9120458891013383
"S46","HANGER",426,"LF","unr","clr","clr","NW",611,1.6366612111292962
"S46","CARE",427,"HF","unr","deg","clr","WD",774,1.2919896640826873
"S46","KNOW",428,"HF","rel","clr","deg","WD",520,1.9230769230769231
"S46","PUSH",429,"LF","rel","clr","clr","WD",552,1.8115942028985508
"S46","GRASS",434,"HF","unr","deg","clr","WD",619,1.615508885298869
"S46","HURT",435,"LF","rel","deg","deg","WD",592,1.6891891891891893
"S46","TAKE",436,"HF","rel","clr","deg","WD",482,2.074688796680498
"S46","BATH",437,"LF","rel","deg","clr","WD",490,2.0408163265306123
"S46","FRONT",438,"HF","unr","deg","deg","WD",869,1.1507479861910241
"S46","DARK",440,"HF","unr","clr","clr","NW",642,1.557632398753894
"S46","FISH",442,"LF","unr","clr","deg","NW",544,1.838235294117647
"S46","BOARD",444,"HF","unr","clr","deg","NW",533,1.876172607879925
"S46","TELL",447,"HF","unr","deg","clr","NW",618,1.6181229773462784
"S46","GUILTY",449,"LF","unr","deg","deg","NW",673,1.485884101040119
"S46","SODA",451,"LF","unr","deg","clr","NW",772,1.2953367875647668
"S46","STOP",459,"HF","rel","deg","deg","NW",524,1.9083969465648856
"S46","PARTY",462,"HF","rel","clr","deg","NW",680,1.4705882352941178
"S46","MOUTH",464,"HF","unr","clr","clr","NW",912,1.0964912280701755
"S46","POINT",465,"HF","rel","clr","clr","WD",768,1.3020833333333333
"S46","COLD",466,"HF","unr","clr","clr","WD",659,1.5174506828528074
"S46","STICKY",470,"LF","rel","deg","deg","NW",615,1.6260162601626016
"S46","CRASH",471,"LF","rel","clr","deg","WD",732,1.366120218579235
"S46","SKIN",473,"LF","unr","clr","clr","NW",548,1.8248175182481752
"S46","BELL",475,"LF","rel","clr","clr","NW",551,1.8148820326678765
"S46","FIRE",476,"HF","rel","deg","clr","WD",879,1.1376564277588168
"S46","TEAR",477,"LF","unr","deg","deg","WD",552,1.8115942028985508
"S46","BLADE",478,"LF","unr","clr","deg","WD",831,1.203369434416366
"S46","WEIGHT",479,"LF","unr","clr","clr","WD",865,1.1560693641618498
"S47","PUPPY",2,"LF","unr","deg","deg","NW",769,1.3003901170351104
"S47","SIGN",3,"LF","rel","deg","deg","WD",725,1.3793103448275863
"S47","BREAK",4,"LF","unr","deg","deg","WD",672,1.4880952380952381
"S47","FEMALE",9,"HF","unr","clr","clr","NW",753,1.3280212483399734
"S47","OPEN",10,"HF","rel","deg","clr","WD",595,1.680672268907563
"S47","MOUTH",14,"HF","rel","clr","clr","NW",709,1.4104372355430184
"S47","LEAD",15,"HF","unr","deg","clr","WD",1322,0.75642965204236
"S47","HAIR",16,"HF","unr","clr","deg","WD",842,1.187648456057007
"S47","FISH",17,"LF","rel","clr","clr","WD",635,1.5748031496062993
"S47","SOUR",18,"LF","rel","deg","clr","WD",1058,0.945179584120983
"S47","CHANGE",21,"HF","unr","deg","deg","NW",802,1.2468827930174564
"S47","HAND",22,"HF","unr","deg","deg","WD",809,1.2360939431396787
"S47","PEACE",25,"HF","rel","deg","deg","NW",757,1.321003963011889
"S47","SHOW",29,"HF","rel","clr","clr","NW",665,1.5037593984962405
"S47","CASE",30,"HF","unr","deg","clr","WD",1109,0.9017132551848512
"S47","SHOE",32,"LF","rel","deg","deg","NW",1042,0.9596928982725528
"S47","FIGURE",33,"HF","rel","deg","deg","WD",1131,0.8841732979664014
"S47","CANDY",34,"LF","rel","deg","deg","WD",628,1.5923566878980893
"S47","REASON",36,"HF","unr","deg","clr","NW",835,1.1976047904191616
"S47","BANANA",42,"LF","unr","clr","clr","NW",689,1.4513788098693758
"S47","SPOT",43,"HF","rel","deg","clr","WD",1092,0.9157509157509157
"S47","HEAD",44,"HF","unr","deg","deg","WD",839,1.1918951132300357
"S47","DUMB",46,"LF","rel","clr","deg","NW",1075,0.9302325581395349
"S47","GLORY",47,"LF","rel","deg","clr","WD",660,1.5151515151515151
"S47","EGGS",48,"LF","unr","clr","deg","WD",976,1.0245901639344261
"S47","OVEN",53,"LF","unr","clr","deg","NW",607,1.6474464579901154
"S47","SORRY",54,"HF","unr","clr","clr","WD",769,1.3003901170351104
"S47","PANTS",55,"LF","unr","clr","clr","WD",644,1.5527950310559007
"S47","DONKEY",57,"LF","unr","clr","clr","NW",755,1.3245033112582782
"S47","COLD",58,"HF","rel","clr","clr","WD",690,1.4492753623188406
"S47","YEAR",64,"HF","rel","clr","deg","NW",561,1.7825311942959001
"S47","VEIN",67,"LF","rel","deg","clr","NW",833,1.2004801920768307
"S47","GOAL",69,"LF","rel","deg","deg","NW",1114,0.8976660682226212
"S47","BREATH",71,"HF","unr","deg","deg","NW",1123,0.8904719501335708
"S47","WORD",74,"HF","unr","deg","deg","NW",756,1.3227513227513228
"S47","SPACE",77,"HF","unr","clr","clr","NW",741,1.349527665317139
"S47","COWBOY",78,"LF","rel","clr","clr","WD",1346,0.7429420505200595
"S47","WASH",79,"LF","rel","deg","clr","WD",809,1.2360939431396787
"S47","BOAT",80,"HF","rel","clr","deg","WD",868,1.152073732718894
"S47","NIGHT",81,"HF","rel","clr","clr","WD",650,1.5384615384615385
"S47","ROCKET",82,"LF","unr","deg","clr","WD",853,1.1723329425556859
"S47","FATHER",85,"HF","rel","deg","clr","NW",818,1.2224938875305624
"S47","FINAL",87,"HF","rel","deg","clr","NW",693,1.443001443001443
"S47","SLIMY",88,"LF","rel","deg","deg","WD",1286,0.7776049766718507
"S47","FACE",90,"HF","unr","clr","deg","NW",614,1.6286644951140066
"S47","LIQUID",91,"HF","rel","deg","clr","WD",807,1.2391573729863692
